Open,High,Low,Close,Volume,Dividends,Stock Splits
0.018794069066643715,0.018794069066643715,0.018794069066643715,0.018794069066643715,7449469,0.0,0.0
0.018794069066643715,0.018794069066643715,0.018794069066643715,0.018794069066643715,7381125,0.0,0.0
0.018794069066643715,0.018794069066643715,0.018794069066643715,0.018794069066643715,5091609,0.0,0.0
0.018794069066643715,0.018794069066643715,0.018794069066643715,0.018794069066643715,7312781,0.0,0.0
0.018794069066643715,0.018794069066643715,0.018794069066643715,0.018794069066643715,5809219,0.0,0.0
0.018794069066643715,0.018794069066643715,0.018794069066643715,0.018794069066643715,3963938,0.0,0.0
0.018794069066643715,0.018794069066643715,0.018794069066643715,0.018794069066643715,5262469,0.0,0.0
0.018794069066643715,0.018794069066643715,0.018794069066643715,0.018794069066643715,4374000,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,3485531,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,1776938,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,2528719,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,4203141,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,136688,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,5638359,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,375891,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,1161844,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,375891,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,3109641,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,307547,0.0,0.0
0.018794069066643715,0.024982735688307483,0.018794069066643715,0.018794069066643715,1230188,0.0,0.0
0.024982735514640808,0.024982735514640808,0.024982735514640808,0.024982735514640808,1503563,0.0,0.0
0.024982735514640808,0.024982735514640808,0.024982735514640808,0.024982735514640808,7107750,0.0,0.0
0.024982735514640808,0.024982735514640808,0.024982735514640808,0.024982735514640808,6390141,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,3929766,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,4305656,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,1264359,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,3451359,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,615094,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,444234,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,854297,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,1093500,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,1127672,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,4271484,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,136688,0.0,0.0
0.031400098017401436,0.031400098017401436,0.024982735514640808,0.024982735514640808,4442344,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,2802094,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,375891,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,683438,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,307547,0.0,0.0
0.024982735514640808,0.031400098017401436,0.024982735514640808,0.024982735514640808,2870438,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,170859,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,375891,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,170859,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,2665406,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,922641,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,341719,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,205031,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,170859,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,102516,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,170859,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,375891,0.0,0.0
0.031400103121995926,0.031400103121995926,0.031400103121995926,0.031400103121995926,1708594,0.0,0.0
0.031400103121995926,0.037588769539623285,0.031400103121995926,0.031400103121995926,4784063,0.0,0.0
0.03758876770734787,0.03758876770734787,0.03758876770734787,0.03758876770734787,3963938,0.0,0.0
0.03758876770734787,0.03758876770734787,0.03758876770734787,0.03758876770734787,2870438,0.0,0.0
0.03758876770734787,0.03758876770734787,0.03758876770734787,0.03758876770734787,1230188,0.0,0.0
0.03758876770734787,0.03758876770734787,0.03758876770734787,0.03758876770734787,751781,0.0,0.0
0.03758876770734787,0.03758876770734787,0.03758876770734787,0.03758876770734787,273375,0.0,0.0
