Open,High,Low,Close,Volume,Dividends,Stock Splits
0.0,1.7127447313744937,1.6759116169593091,1.6943284273147583,271547,0.0,0.0
0.0,1.7004671046399125,1.6759114610429606,1.6881890296936035,376188,0.0,0.0
0.0,1.7434384434891907,1.7066054423071908,1.7188835144042969,858746,0.0,0.0
0.0,1.7188852509507944,1.7066071664494489,1.7127459049224854,144422,0.0,0.0
0.0,1.7127459049224854,1.694329588244164,1.7127459049224854,106370,0.0,0.0
0.0,1.7004683971844228,1.6513571739196775,1.6513571739196775,744593,0.0,0.0
0.0,1.657495318823064,1.626800931064365,1.6329401731491089,112424,0.0,0.0
0.0,1.6574947826045008,1.6268004047757847,1.6390783786773682,94263,0.0,0.0
0.0,1.6329401366848961,1.620662159085419,1.6268008947372437,133179,0.0,0.0
0.0,1.7188831953745556,1.639077665478594,1.7004663944244385,152205,0.0,0.0
0.0,1.7127447648510217,1.6943284604313291,1.7066060304641724,181608,0.0,0.0
0.0,1.7066060113649304,1.669772896642035,1.6820504665374756,336407,0.0,0.0
0.0,1.6697726372166382,1.6206615551919066,1.6574946641921997,1004898,0.0,0.0
0.0,1.6206616148911046,1.5838285045340157,1.602245211601257,418563,0.0,0.0
0.0,1.6145228663037683,1.5899673230748892,1.6083841323852541,635628,0.0,0.0
0.0,1.6329394697005506,1.5838283894356966,1.6206614971160889,486882,0.0,0.0
0.0,1.6820506203105623,1.6452175022203832,1.675911784172058,211876,0.0,0.0
0.0,1.7188835144042969,1.6943278765056342,1.7188835144042969,40646,0.0,0.0
0.0,1.7986899614334106,1.7434399069862674,1.7986899614334106,82156,0.0,0.0
0.0,1.7986892489497746,1.7802728414535522,1.7802728414535522,133179,0.0,0.0
0.0,1.7802721549169298,1.7557166168609448,1.7679942846298218,142692,0.0,0.0
0.0,1.7557177442611764,1.7250234538701232,1.731162190437317,457479,0.0,0.0
0.0,1.7311612745318787,1.6697726249694824,1.6697726249694824,449696,0.0,0.0
0.0,1.6820508695336904,1.6206621952754598,1.6329401731491089,270682,0.0,0.0
0.0,1.6206617014814195,1.6022452972076024,1.6083841323852541,140098,0.0,0.0
0.0,1.731162190437317,1.6206624007483112,1.731162190437317,378782,0.0,0.0
0.0,1.7679951221235768,1.7127450846962833,1.7373006343841553,315652,0.0,0.0
0.0,1.792550513957137,1.7311617464025948,1.7802728414535522,84750,0.0,0.0
0.0,1.8293834948734928,1.7741336659350977,1.8109670877456665,35457,0.0,0.0
0.0,1.8232442648953509,1.7986887245292158,1.8171055316925049,110694,0.0,0.0
0.0,1.847800804070028,1.8048284333123572,1.8355231285095213,255981,0.0,0.0
0.0,1.866217494010925,1.8232451261816995,1.8662174940109253,267223,0.0,0.0
0.0,1.9030500970823605,1.8600777387619016,1.8600777387619016,677138,0.0,0.0
0.0,1.8539382021699595,1.835521803383806,1.841660737991333,364081,0.0,0.0
0.0,1.8662173737845884,1.8539392948150637,1.8539392948150637,681462,0.0,0.0
0.0,1.8723558158055629,1.8355225972660856,1.8600777387619016,608819,0.0,0.0
0.0,1.8600772716671787,1.8171055316925049,1.8171055316925049,327759,0.0,0.0
0.0,1.8171053607417915,1.7679942846298218,1.7679942846298218,134044,0.0,0.0
0.0,1.767994182646963,1.7066054423071908,1.7188835144042969,79562,0.0,0.0
0.0,1.7066057336996183,1.6452170841372222,1.6697726249694824,614008,0.0,0.0
0.0,1.675911784172058,1.6452175022203832,1.675911784172058,604495,0.0,0.0
0.0,1.7066051255562955,1.6697720299515162,1.7004663944244385,443642,0.0,0.0
0.0,1.7004674325035338,1.675911784172058,1.675911784172058,678003,0.0,0.0
0.0,1.688189200855624,1.6636340610647435,1.6820504665374756,126261,0.0,0.0
0.0,1.69432844146949,1.6759116309601838,1.6820504665374756,402997,0.0,0.0
0.0,1.6943284273147583,1.669772882692445,1.6943284273147583,83886,0.0,0.0
0.0,1.6943282696850246,1.6636338923923175,1.6881890296936035,269818,0.0,0.0
0.0,1.8600778139860072,1.6820506513516376,1.7802728414535522,1090513,0.0,0.0
0.0,1.841660737991333,1.8048271303461718,1.841660737991333,1250501,0.0,0.0
0.0,1.8600780305223263,1.8416618234005369,1.8539392948150637,104641,0.0,0.0
0.0,1.8539400659660696,1.8293845053680715,1.8478013277053835,63130,0.0,0.0
0.0,1.8477998052614864,1.7986887245292158,1.8171055316925049,704812,0.0,0.0
0.0,1.841660737991333,1.7802719994707052,1.841660737991333,71778,0.0,0.0
0.0,1.8416619840151909,1.8171064314896053,1.8232451677322388,31998,0.0,0.0
0.0,1.841660737991333,1.798688398256859,1.841660737991333,316517,0.0,0.0
0.0,1.8907729387283323,1.8355232925104137,1.8907729387283323,223983,0.0,0.0
0.0,1.952161524534188,1.884633999140396,1.8907729387283323,204093,0.0,0.0
0.0,1.8907722225570005,1.8539390040175232,1.8600777387619016,180743,0.0,0.0
0.0,1.8600772716671787,1.8171055316925049,1.8171055316925049,113289,0.0,0.0
0.0,1.8600788042267569,1.8171070288466984,1.8478013277053835,154799,0.0,0.0
0.0,1.8600780305223263,1.8416618234005369,1.8539392948150637,411645,0.0,0.0
0.0,1.866217494010925,1.8416619420449445,1.8662174940109253,173825,0.0,0.0
0.0,1.9276067418031635,1.8723568825172192,1.9153288602828982,61401,0.0,0.0
0.0,1.9705797061755068,1.9091908753939928,1.9583020210266116,236955,0.0,0.0
0.0,1.9644393266715003,1.93374483561829,1.9460225105285645,119342,0.0,0.0
0.0,1.9521608910043695,1.9153278729852088,1.9276057481765747,50158,0.0,0.0
